Proposal ID,score_differences,whale_vp_proportion,total_vp,outcome_changed,outcome_old,outcome_new
0xa11d4d1800b91746afe8ead922eb1d37225a32145adf30bbda0cbdba2ef97bd3,"[26054297.07744241, 0]",0.9983520469508723,26097304.209488451,False,Yes,Yes
0xa4fb7471bee0d6cd2ca468aa105344b695938ae75cb98dd28f38b91193fa5538,"[7167.578066496797, 0]",0.9978372251643126,7183.113523668,False,当然,当然
0xad241d0f1c19a44a7e5705d3b7839e2e5c21bac4631688027c1e91f8fd811787,"[134565.98764916285, 0, 0, 0.0, 0.0]",0.9951494579358584,135221.887100537,True,>80%,<10%
0xdaae7ddf390cdfe925bb395980a9801d01fecae0c7e20a7c2615a1f03f868c96,"[2409.443227419755, 0]",0.993704202465817,2424.708702490,False, Oui, Oui
0xc943136ceebac757c9fa767f91da3a9c52d91d0e8e64a6c6193fa466bcf64d39,"[2073.9697420387206, 0]",0.9924877788583736,2089.667788579,False,看好,看好
0x73c09f5c2f279f01a8eed39d8dc2b1deff02f1de64b73ad7ad1dce680a430e0d,"[2073.968023599634, 0]",0.9924877769545972,2089.666061141,False,可以,可以
0xd946d404763ccceefb8efdad15b07e7ae031359b617062d34d211a5929034a31,"[2040.7665393460463, 0]",0.9924503975759028,2056.290716726,False,会,会
0xf18e0813018262ea83e5c8152b72f04d15458ef3b0c3c7d995f551555118ab69,"[0.0, 2011.992613399828, 0]",0.9924170074230942,2027.366115605,True,不会,会
0x745856d1052487c424a9e0907ab3ab8af2b9de3dcd0d6b3c40cdda4515ce3347,"[21142.524294519364, 0]",0.9920910178104004,21311.073192843,False,"Sure, I am diamond hand","Sure, I am diamond hand"
0x8752a03f200e1d4c43616b9b338d4d00e7c8da83c2bbeea14832939b88ce17c7,"[2144.2257984323196, 0, 0]",0.9919678839057608,2161.587923582,False,YES,YES
0xaec626e8d32d19eb4a2dea23b74e60be6973426be4e8220745d1db15edab874c,"[0.0, 1712.37017053524]",0.9912508272095527,1727.484228544,True,NO,YES
0xb593cb7ea9b700ef8df43c9c5520120d5579bf80a9c36dae4fe206f0f2a02b70,"[2028.9523183581052, 0]",0.9910852725120392,2047.202571395,False,$10,$10
0x603ed38e178130ebfe0b66fe96a825483ff75047b1cb594a9378877dc9d7344a,"[977.3214569801543, 0, 0]",0.9843297032265564,992.880184126,False,肯定能,肯定能
0x9b3a6f11710f3881e45eeec95c986ea07c2fc1140402d3a9530a9ac08a7094fa,"[2409.440728424726, 0]",0.9814931160402914,2454.872773989,False, sì, sì
0x92d62667de864a26b38f215b30455e822fe17d000bf059ac32006f4959d8ce47,"[609.4199874117954, 0]",0.9749039038758167,625.107751635,False,是,是
0xd783873de7d037e409c02a163eb00933cec90324c36ed22386b8b6f66ea3f91f,"[0.0, 600.4961934364934]",0.9745240937197382,616.194301717,True,不可以,可以
0x188d497241aab9ce9f26317bd3c538edd127392fa01791dcaf25b8c7d96ee6b7,"[566.4583111510817, 0]",0.9738647718941728,581.660131364,False, Oui, Oui
0xaaa4b6e60f2b07d0a83fcfac9311d8bbd60947d304a3517cbb427a89fb30d64a,"[0.0, 2035.9047887627237]",0.9723092845696433,2093.885989851,True,2023,2022
0x3b2d049f0f9b674ca46c8bba495b4ad2aebc8f43fb065d6c065c25f67bbb94a2,"[472.8191613610968, 0]",0.9692616759995423,487.813738095,False,OUI,OUI
0x4ebcc4c4b5f662fba54bdda5c4921ab60796dd7c5bb3baa60576e13b27446815,"[0.0, 472.81984655999344]",0.9692616744759738,487.814445790,True,NO,YES
0xb2af26bec5d88bca2dd22676a941ef9a0b750e754a74436e0013bdafb78d67e3,"[23330.636636505405, 23330.636636505405, 23330.636636505405, 23330.636636505405, 23330.636636505405, 23330.636636505405, 23330.636636505405]",0.9669618157406612,24127.774496074,False,Ethereum,Ethereum
0xe05a4b5a8a40628ff3e11f2dc4508ecac98a71b8e3bbbca8c93f4972f4683009,"[58533.30153650633, 0]",0.9657835449219767,60607.060292413,False,支持快照所有链的CRV,支持快照所有链的CRV
0xae4e9c120e8548a07f4ca1012a3b87dd432c6a5233b13404c709973be9556de2,"[58271.5458781869, 0.0]",0.9655476642843372,60350.770897859,True,"YES, SURE",NO
0xf688ed7dfd66c87dd9320b331b95969851ce340e9c183f38a7c4f5f3a2ea7f15,"[58538.61746903493, 0]",0.9655331895013394,60628.280939020,False,是,是
0x88f109295bd7f2a48eb92e86a1fdbc9ad46fe9bc6ea32af836d6a9584be063aa,"[58322.697917171645, 0.0]",0.9655199962489278,60405.479061808,False,需要,需要
0xfcde35b370138d0638ba97b8bee508fc436b0ccbfc9d2bc68a534c69013f13c8,"[1407.4889906129977, 0]",0.9647588218428713,1458.902431101,False, Oui, Oui
0xb86024729e32d820870c7c755ca3aafc9dede6f88b51a3280cbeb23936ca7fd2,"[456680.73038604925, 0]",0.9632232288395274,474117.231304990,False,Yes,Yes
0x21fe7a5fcd5f75122f02429c2b9fa300880eddde0bd1ac57a211386a1290a7ef,"[0.0, 58271.47589939842]",0.9614372620840295,60608.713846901,False,恐怕不行,恐怕不行
0x7ee91584eb465c5f40f19e6e8720a11d3073ccf91c7523f1a2a39cd1eae1aceb,"[0.0, 414.91261082565427]",0.960087853146023,432.161087619,True,不可观,可观
0xad8f1ed727404597d32a39166751a407ceaacec6d931e36e0dd02ee2824c8e0a,"[58271.37891125298, 0]",0.9539517398481271,61084.200046147,False,Ça ira,Ça ira
0x6d653f4d9afc0e024efcf4555cffa82c24d55e7fa159ecae5c274c1deb719edb,"[0.0, 0, 301.9625488194045]",0.9510208417889919,317.514123299,True,Abstain,For
0xd4b0b42b7f63dafac112651ebdb74d7ce4861e88d9df292838e67f3aafa6af80,"[0.0, 1962.445837763155]",0.9442896241474819,2078.224506104,False,不会,不会
0x00de90755a7da5b717960549f9bae307be6ec0b79a69d814ef4aeb0667aa20a7,"[0.0, 2067.793075280204, 0, 0]",0.9405714721356908,2198.443325721,True,5-8,8-10
0x0eb23ea0b877666ad3ddcd0d7da0114acdfe5ae6390b5628b7509f4338022db5,"[23462.994316173717, 511330.4724932205]",0.9307977733342786,574553.874246682,True,No,Yes
0xfa72434ce63a9bffb7891a6f79b2e007a2254b04ffcc6836c1dc61cd2e8ce9e1,"[2409.447617546158, 0]",0.9278855600820356,2596.707741990,False,YES,YES
0xdbc9fc2767fadd7f952903fbcd2db681eab3fb278e4c4f04c033a8b1267c2cf1,"[58322.772806752306, 0]",0.9238752910012065,63128.404206533,False,YES,YES
0x73dd90269686e4050455cd9d98bdf612fc1f6117d3677b474a3eb8d8e44ac5e8,"[2067.022259880896, 0]",0.9235750513306039,2238.066367106,False,可以,可以
0xe2f10688fbfb54bc86dc0ffe81c666f8c02b1e5d51adf3aea971eebe70e5c023,"[15.542906917317692, 0, 0]",0.9096345510807455,17.086979490,False,Mercato in rialzo,Mercato in rialzo
0xdd6b509ffad54e98c267cd2315dd2c1575b98de0b54c3acdb9d2c965edfc0ae3,"[15.557001407154567, 0, 0]",0.9096228118188405,17.102694881,False,头像类没有想象空间，会长期如此,头像类没有想象空间，会长期如此
0xf039dc06a2506a6d70d531e9ea46ff5188d92d90f1f4c0145e0e75e8997a3591,"[0.0, 99291.68768405486]",0.9083060180364947,109315.237059307,False,NO,NO
0x2148e6a73a962b4b330d56847276aa3add4a353ba0d58052931f2ac2a5e11d29,"[0.0, 2005.8925365167254]",0.8747883871050752,2293.003160633,False,不满意,不满意
0xa4cad05d7b2f58b134d87f0f9b8d29144dfdfe6512aae6525c194ab462f01054,"[106.04991630633918, 0, 0]",0.8712226579567189,121.725388266,False,满意,满意
0x7e202dc6735614ae68b840b99dcfc25764828096eecade9b864da689fc3a0363,"[98.7726035954029, 0]",0.8637674530937182,114.350920773,False,需要,需要
0xa66aaa77fba8997a86f9cd0c1a8662385a8ea7a492e2a9e16fbed45e1b8203cb,"[58477.4596909952, 0]",0.8623347332586981,67812.947148740,False,能,能
0x1e82a99abdcf5b2fcbfa1dcd3ce0e74d413f98213c4ddeb059949eea24586a56,"[58478.10730171318, 0.0]",0.8623149822508743,67815.251393487,False,能,能
0x83d322647f0b0f9e53e573ca7e2e2147db8d32cd3aee2c9014f8f457688cc53e,"[95.10035419830852, 0]",0.8610893352712968,110.441913868,False,YES,YES
0x7d870932be7ca3c9b267451ce0a62b4bf25450aa206bd2f9a05ad200804b85d7,"[91.47252108699844, 0]",0.8471315439344732,107.979122891,False,yes,yes
0x511829776557ed8c1aa21dae488468cc9df7b7848b2203aaa742290e2080153d,"[10798.594442732525, 10798.594442732525, 10798.594442732525]",0.8217259118984194,13141.358068878,False,拉盘,拉盘
0xfa37c539a46ac27bbaaf9371681965341fb46e93d6f6263d17c677e6adb68230,"[0.0, 1945.9990630051045]",0.7992235899459346,2434.861892824,True,不会,会
0x6529d73d380add5409ccb1cab6fb61462a3bda7ac02a49494fab2b46e5ca52f4,"[0.0, 1945.9956977285592]",0.7992234944128951,2434.857973186,False,Non,Non
0xeb4d67f48319b2ee6e2dde7ce8fd69932979dc1ccf654734d3a2cbca60ca86cd,"[1945.3353636422128, 0]",0.7981182027817528,2437.402576288,False,yes,yes
0x4477c569214dd810e7caa03fba4a620507d7ebdfc8e1c421bfc01dc967a66fd5,"[15.682930580243683, 0]",0.7953068310470697,19.719346003,False,yes,yes
QmfCbWBLYm2qDkmCJrD7UELrupF3tsEqQiosgLfvojXChj,"[15.683022941251988, 0]",0.7953067115159226,19.719465100,False,yes,yes
0x6b07f51c3463de225be1fe867b99d68c88ee66e68f8c85c741b9ea3135784f24,"[2782.9116117156605, 0]",0.7857645813657862,3541.660794736,False,是的,是的
0x5ba2a218857b24f31e265342d163fe995259b48aaac4457cfdab6798f2301c6b,"[0, 0, 0, 2034.6219978515705, 0.0]",0.7726594118941046,2633.271486157,False,10%-30%,10%-30%
0x08a72b745723dca7a099f2f8eded681d6147155ad901c3796a276515696a7b10,"[0.0, 1945.997058159503]",0.7700917796369939,2526.967706468,False,NO,NO
0x9ffe207c80f3581d60fb3cd1dbeecaf3f265452b34c97f5317419a14ba4a703a,"[0.0, 0, 2042.673481653883]",0.7527724360343435,2713.533843528,True,no care,yes
0xe6cce57f47e7dee7ccd0e9241d2f57429f8ba07a39b13db575e46ee4f4657b7b,"[1930.5187843889332, 0]",0.746568988202829,2585.854508953,False,YES,YES
0x97ae5c4463cbd9539dfac4d64c726d09fc610c3bb28cff4f1238cce301a61126,"[1979.2047717547805, 0]",0.733666837603374,2697.688746871,False,是的,是的
0x43c689ef6b7b1772abc033cd87b7caa4159f0dc281f9a159e3930fb00b57d707,"[0.0, 559204.7021513436, 2510541.702086272]",0.7184630569236543,4272657.271177988,False,2Pool + current 3Pool + 4Pool,2Pool + current 3Pool + 4Pool
0xe7743b0fe7fa5e0f6d9c95b7e33259987fd0909d2275a7e9ce0b336f241e4f58,"[6405.888815101726, 0]",0.7018141618038113,9127.614066147,False,继续持有,继续持有
0x6b35c4fe55953604e282c5d4b1644d563590f785dd05d2fcccc48541e8260056,"[2782.8230038261463, 0.0]",0.7004292892415168,3973.024895689,False,是,是
0x6380932e0341a6e85c29e5bc1ed20401a8b3b903a532e56c073884328d55ff2c,"[1803.4822630480421, 0.0]",0.6962291127457113,2590.357441296,True,YES,NO
0x3dbcf83cb344f0a44990b3552dae5389b984cb2d0615f46f4b982b5661ecd549,"[0.0, 13498.441083512136, 0, 0.0, 0, 0, 0]",0.6824406192469126,19779.656577898,False,ETH,ETH
0x4e54b479e0fd9f12202fd1f7b316ba73805a8f5654573c4625f5929c72edef6f,"[2007.000452383578, 0.0, 0]",0.6542685559806157,3067.548385197,False,For,For
0x591379ba292ce762d89360532bd54fe4bc5c87be3c4c52e16624ccd96d8b384e,"[303.4119794661426, 0]",0.6503784538543878,466.516037959,False,支持,支持
0x903e7d6ece8749bf6a2ef4a86647551a756ccc76a83595e1b8b426143690f8c5,"[2056.3133532339675, 1325.111273160259]",0.6366291863699091,5311.450839499,False,yes,yes
0xf29dd4b52b58f6a4a97bd276d2eb29be50dd66c6652edeabf1fdadc346450639,"[0, 1939.6283319658169]",0.629509432866711,3081.174372770,False,不会,不会
0x4a161991fc9fb71512e904640e1d7b30e60e28a24be67e2923508a476c95a3c4,"[742.1388530509497, 0]",0.6235209036553502,1190.238929762,False,是的,是的
0xd395553e7b364feb750a14d9ea0c06168578f1f54d4550b89b1b08548e0cdb40,"[99478.21760040386, 0.0]",0.595172070331544,167141.945261291,False,Yes,Yes
0x377d464986e72cf160e69be0f0bfca405cf048b86ae149610949ff3d79fcbba3,"[15.417180463518791, 0.0]",0.5895131154314466,26.152396037,False,Oui,Oui
0x93cf3af94da45d9a1860e0772faa413e3f234de2dcb1d2d07e5f20d2eb2bcdcf,"[0.0, 653.7322378921115]",0.5726691492685689,1141.553091741,True, no,sì
0x46e9d65c7aab4d1c44f762b32f39ebd612e7a63914e1c9c351000b1801c597a9,"[597.599462429559, 0]",0.569959211270901,1048.495138971,False,YES,YES
0x845aadd0d1f36b0bacae33403e8a7c5eb2e9e3f244694bd264b14dc8d1500bcd,"[2782.695880446968, 0.0]",0.5570025999718662,4995.840020473,False,有,有
0x1e7363fba37f7dcaeaa4015c153de773e875d887480884f449c9332e8d906446,"[2782.766932143011, 0]",0.5408785120336904,5144.901988581,False,应该降低,应该降低
0x15fae2fb5f07ef6b94db2496a5a26ba8cd331a0460365b15a648eac2726c1d11,"[10796.499443858798, 10796.499443858798, 10796.499443858798, 10796.499443858798]",0.5101378975589989,21163.884305636,False,Yes,Yes
0xeb6bc580346fe1b3169875d3f7b29ce2c50159bd6948fc8ddef1b011fcae5d76,"[2067.642780552368, 0.0, 0]",0.5049181122656308,4095.006161048,True,Oui,non
0x9f5f6878521772225de82e23cd9b19bc00ffb2e69a416aef6f7986d3611a5915,"[15.542907917166225, 0.0, 0]",0.5048709665763077,30.785901639,True,SURE,NOT YET
0x38b70ed146ca2f629c727c8944f53014d47a3b416ce83e7b3f6dd19340f4297a,"[2421.448939864675, 0]",0.5029133085332087,4814.843629665,False,Yes,Yes
0x291772715885924180eaeb9cca6f5c5462807a14e071cf383fe50d518936c1bb,"[2428.475055754571, 0, 0]",0.48986124848986956,4957.475332538,False,For,For
0xad25c0c52f407ba512d965db98f76e2514f4892fdb6325b88cc421dd39f04446,"[0.0, 58364.7459613144]",0.46957555913816684,124292.554894539,True,no,yes
0x25cc158efc6590d84bbb9da525a0da4f8915fb3fec8d2b85373ce45eab4ebf71,"[0.0, 3730.1557534245753]",0.4536549296666937,8222.451712726,False, pas d'accord, pas d'accord
0xb9d87bd5247cbc190a7263188fdbac59273d4fb4ac538958b38e209a66c1d44a,"[136417.24668455098, 0]",0.4210652574642677,323981.245819426,False,YES,YES
0x25a91d1a4c309aea09cadad7ee381c86e6afb49c677867fdf9d2c77d897b67ba,"[13704.723631004614, 0]",0.3461923001272629,39587.026129601,False,yes,yes
0x14cfc26c17e75d13f2a89a5d26231ac1d70188c404394ce787f692295398cf90,"[2039.7783259132257, 0.0, 0]",0.2886699264228769,7066.126877814,False,For,For
0x026a69e5c9780479332d88fa9779a3cec5a9479d05cc4ca61b1fa9eb099caa73,"[1891.6266956075615, 0]",0.27442410306983583,6893.077810757,False,yes,yes
